0.000000000000e+00	0
1.000000000000e-12	0
5.000000000000e-09	0
5.001000000000e-09	1
1.000000000000e-08	1
1.000100000000e-08	0
1.500000000000e-08	0
1.500100000000e-08	0
2.000000000000e-08	0
2.000100000000e-08	0
2.500000000000e-08	0
2.500100000000e-08	0
3.000000000000e-08	0
3.000100000000e-08	0
3.500000000000e-08	0
3.500100000000e-08	1
4.000000000000e-08	1
4.000100000000e-08	0
4.500000000000e-08	0
4.500100000000e-08	0
5.000000000000e-08	0
5.000100000000e-08	0
5.500000000000e-08	0
5.500100000000e-08	0
6.000000000000e-08	0
6.000100000000e-08	0
6.500000000000e-08	0
6.500100000000e-08	1
7.000000000000e-08	1
7.000100000000e-08	0
7.500000000000e-08	0
7.500100000000e-08	0
8.000000000000e-08	0
8.000100000000e-08	0
8.500000000000e-08	0
8.500100000000e-08	0
9.000000000000e-08	0
9.000100000000e-08	0
9.500000000000e-08	0
9.500100000000e-08	0
1.000000000000e-07	0
1.000010000000e-07	0
1.050000000000e-07	0
1.050010000000e-07	1
1.100000000000e-07	1
1.100010000000e-07	0
1.150000000000e-07	0
1.150010000000e-07	0
1.200000000000e-07	0
1.200010000000e-07	0
1.250000000000e-07	0
1.250010000000e-07	0
1.300000000000e-07	0
1.300010000000e-07	0
1.350000000000e-07	0
1.350010000000e-07	1
1.400000000000e-07	1
1.400010000000e-07	0
1.450000000000e-07	0
1.450010000000e-07	0
1.500000000000e-07	0
1.500010000000e-07	0
1.550000000000e-07	0
1.550010000000e-07	0
1.600000000000e-07	0
1.600010000000e-07	0
1.650000000000e-07	0
1.650010000000e-07	1
1.700000000000e-07	1
1.700010000000e-07	0
1.750000000000e-07	0
1.750010000000e-07	0
1.800000000000e-07	0
1.800010000000e-07	0
1.850000000000e-07	0
1.850010000000e-07	0
1.900000000000e-07	0
1.900010000000e-07	0
1.950000000000e-07	0
1.950010000000e-07	0
2.000000000000e-07	0
2.000010000000e-07	0
2.050000000000e-07	0
2.050010000000e-07	1
2.100000000000e-07	1
2.100010000000e-07	0
2.150000000000e-07	0
2.150010000000e-07	0
2.200000000000e-07	0
2.200010000000e-07	0
2.250000000000e-07	0
2.250010000000e-07	0
2.300000000000e-07	0
2.300010000000e-07	0
2.350000000000e-07	0
2.350010000000e-07	1
2.400000000000e-07	1
2.400010000000e-07	0
2.450000000000e-07	0
2.450010000000e-07	0
2.500000000000e-07	0
2.500010000000e-07	0
2.550000000000e-07	0
2.550010000000e-07	0
2.600000000000e-07	0
2.600010000000e-07	0
2.650000000000e-07	0
2.650010000000e-07	1
2.700000000000e-07	1
2.700010000000e-07	0
2.750000000000e-07	0
2.750010000000e-07	0
2.800000000000e-07	0
2.800010000000e-07	0
2.850000000000e-07	0
2.850010000000e-07	0
2.900000000000e-07	0
2.900010000000e-07	0
2.950000000000e-07	0
2.950010000000e-07	0
3.000000000000e-07	0
3.000010000000e-07	0
3.050000000000e-07	0
3.050010000000e-07	1
3.100000000000e-07	1
3.100010000000e-07	0
3.150000000000e-07	0
3.150010000000e-07	0
3.200000000000e-07	0
3.200010000000e-07	0
